날짜,종가,오픈,고가,저가,거래량,변동 %
2020-01-01,7199.80 ,7196.40 ,7259.40 ,7180.00 ,420.28K,0.05%
2020-01-02,6967.00 ,7199.70 ,7209.60 ,6901.40 ,632.78K,-3.23%
2020-01-03,7343.10 ,6967.10 ,7402.90 ,6884.10 ,936.29K,5.40%
2020-01-04,7376.80 ,7345.10 ,7433.10 ,7291.40 ,523.91K,0.46%
2020-01-05,7372.50 ,7376.80 ,7501.00 ,7345.60 ,628.14K,-0.06%
2020-01-06,7759.10 ,7372.60 ,7783.10 ,7366.70 ,786.75K,5.24%
2020-01-07,8155.70 ,7759.10 ,8182.00 ,7754.10 ,1.01M,5.11%
2020-01-08,8059.60 ,8154.20 ,8436.40 ,7900.80 ,1.19M,-1.18%
2020-01-09,7842.40 ,8060.00 ,8065.90 ,7779.20 ,786.50K,-2.70%
2020-01-10,8187.10 ,7842.50 ,8187.40 ,7697.70 ,1.05M,4.40%
2020-01-11,8024.10 ,8187.80 ,8262.90 ,8008.40 ,776.75K,-1.99%
2020-01-12,8187.60 ,8023.30 ,8189.90 ,7973.10 ,595.22K,2.04%
2020-01-13,8111.40 ,8188.30 ,8196.70 ,8068.40 ,610.66K,-0.93%
2020-01-14,8829.20 ,8111.20 ,8898.70 ,8111.20 ,1.48M,8.85%
2020-01-15,8818.30 ,8827.90 ,8904.00 ,8615.50 ,1.17M,-0.12%
2020-01-16,8726.90 ,8818.10 ,8850.00 ,8605.80 ,748.32K,-1.04%
2020-01-17,8913.10 ,8726.70 ,9005.10 ,8675.90 ,794.11K,2.13%
2020-01-18,8916.30 ,8913.00 ,8982.30 ,8814.60 ,627.74K,0.04%
2020-01-19,8706.20 ,8916.30 ,9183.70 ,8552.80 ,975.01K,-2.36%
2020-01-20,8641.90 ,8705.70 ,8740.10 ,8539.20 ,599.06K,-0.74%
2020-01-21,8732.60 ,8642.00 ,8770.30 ,8524.00 ,540.20K,1.05%
2020-01-22,8678.50 ,8733.00 ,8805.40 ,8610.80 ,509.06K,-0.62%
2020-01-23,8405.10 ,8678.50 ,8687.30 ,8309.60 ,722.67K,-3.15%
2020-01-24,8439.90 ,8404.90 ,8522.00 ,8242.60 ,617.02K,0.41%
2020-01-25,8341.60 ,8439.90 ,8447.60 ,8277.20 ,444.00K,-1.17%
2020-01-26,8607.80 ,8341.60 ,8607.80 ,8304.90 ,468.34K,3.19%
2020-01-27,8866.60 ,8608.10 ,8983.10 ,8585.60 ,706.45K,3.01%
2020-01-28,9377.30 ,8866.60 ,9389.50 ,8866.60 ,954.20K,5.76%
2020-01-29,9298.90 ,9377.30 ,9428.70 ,9250.90 ,749.88K,-0.84%
2020-01-30,9507.30 ,9299.10 ,9569.00 ,9209.20 ,765.21K,2.24%
2020-01-31,9349.10 ,9508.30 ,9525.00 ,9222.30 ,633.37K,-1.66%
2020-02-01,9381.60 ,9349.30 ,9458.80 ,9301.50 ,458.42K,0.35%
2020-02-02,9334.90 ,9381.50 ,9465.40 ,9183.10 ,683.37K,-0.50%
2020-02-03,9296.60 ,9334.60 ,9582.80 ,9243.10 ,701.39K,-0.41%
2020-02-04,9193.90 ,9296.50 ,9347.50 ,9193.90 ,651.68K,-1.10%
2020-02-05,9611.80 ,9194.10 ,9726.80 ,9179.90 ,771.46K,4.54%
2020-02-06,9772.00 ,9611.80 ,9854.90 ,9536.10 ,778.67K,1.67%
2020-02-07,9818.60 ,9771.90 ,9872.50 ,9738.70 ,608.96K,0.48%
2020-02-08,9895.50 ,9817.30 ,9931.20 ,9673.20 ,551.31K,0.78%
2020-02-09,10151.50 ,9895.40 ,10157.10 ,9882.70 ,617.35K,2.59%
2020-02-10,9854.10 ,10151.50 ,10181.70 ,9774.80 ,781.22K,-2.93%
2020-02-11,10229.50 ,9854.00 ,10314.10 ,9725.10 ,791.28K,3.81%
2020-02-12,10317.70 ,10229.30 ,10435.60 ,10229.30 ,803.25K,0.86%
2020-02-13,10235.10 ,10321.90 ,10482.60 ,10116.90 ,940.30K,-0.80%
2020-02-14,10333.00 ,10235.50 ,10372.40 ,10125.20 ,732.51K,0.96%
2020-02-15,9907.70 ,10336.00 ,10369.80 ,9831.70 ,808.81K,-4.12%
2020-02-16,9932.30 ,9907.40 ,10056.40 ,9654.90 ,808.91K,0.25%
2020-02-17,9701.40 ,9931.70 ,9951.50 ,9468.90 ,961.88K,-2.32%
2020-02-18,10158.40 ,9701.50 ,10230.10 ,9601.60 ,945.91K,4.71%
2020-02-19,9609.40 ,10158.60 ,10230.90 ,9424.30 ,905.95K,-5.40%
2020-02-20,9602.40 ,9611.90 ,9681.40 ,9448.90 ,870.80K,-0.07%
2020-02-21,9684.50 ,9602.20 ,9747.10 ,9574.50 ,716.61K,0.85%
2020-02-22,9655.70 ,9684.50 ,9706.50 ,9569.80 ,589.88K,-0.30%
2020-02-23,9942.70 ,9655.60 ,9965.60 ,9653.40 ,775.88K,2.97%
2020-02-24,9662.70 ,9943.20 ,9981.00 ,9507.00 ,980.00K,-2.82%
2020-02-25,9317.20 ,9662.60 ,9672.30 ,9269.80 ,937.97K,-3.57%
2020-02-26,8800.30 ,9317.10 ,9368.10 ,8672.00 ,1.32M,-5.55%
2020-02-27,8818.60 ,8800.10 ,8968.30 ,8538.50 ,1.13M,0.21%
2020-02-28,8697.50 ,8820.10 ,8898.70 ,8451.90 ,1.08M,-1.37%
2020-02-29,8543.70 ,8697.10 ,8793.70 ,8539.80 ,683.44K,-1.77%
2020-03-01,8540.00 ,8543.80 ,8737.20 ,8437.20 ,784.05K,-0.04%
2020-03-02,8904.80 ,8537.50 ,8961.80 ,8503.10 ,1.02M,4.27%
2020-03-03,8761.40 ,8906.10 ,8911.70 ,8669.30 ,1.01M,-1.61%
2020-03-04,8757.90 ,8761.30 ,8840.30 ,8679.70 ,759.69K,-0.04%
2020-03-05,9060.30 ,8757.90 ,9147.30 ,8751.50 ,950.76K,3.45%
2020-03-06,9134.80 ,9060.60 ,9165.20 ,9004.90 ,1.04M,0.82%
2020-03-07,8887.80 ,9134.20 ,9180.80 ,8848.70 ,750.65K,-2.70%
2020-03-08,8034.10 ,8887.80 ,8888.00 ,8015.30 ,1.11M,-9.61%
2020-03-09,7933.00 ,8035.80 ,8158.80 ,7648.70 ,1.54M,-1.26%
2020-03-10,7891.20 ,7933.00 ,8145.50 ,7740.20 ,1.20M,-0.53%
2020-03-11,7935.10 ,7892.10 ,7976.50 ,7606.00 ,1.10M,0.56%
2020-03-12,4826.00 ,7935.20 ,7963.10 ,4546.60 ,3.22M,-39.18%
2020-03-13,5584.30 ,4815.20 ,5934.30 ,3869.50 ,4.17M,15.71%
2020-03-14,5182.70 ,5589.40 ,5634.90 ,5072.20 ,1.69M,-7.19%
2020-03-15,5366.30 ,5182.90 ,5863.30 ,5120.60 ,1.61M,3.54%
2020-03-16,5030.00 ,5366.40 ,5369.30 ,4477.70 ,2.55M,-6.27%
2020-03-17,5261.10 ,5030.20 ,5432.80 ,4946.50 ,1.89M,4.59%
2020-03-18,5361.40 ,5260.70 ,5373.10 ,5020.90 ,1.80M,1.91%
2020-03-19,6172.00 ,5359.20 ,6379.50 ,5256.00 ,2.18M,15.12%
2020-03-20,6205.30 ,6171.60 ,6858.10 ,5748.20 ,2.22M,0.54%
2020-03-21,6186.20 ,6205.60 ,6438.30 ,5887.00 ,1.64M,-0.31%
2020-03-22,5822.10 ,6186.90 ,6394.40 ,5771.20 ,1.48M,-5.89%
2020-03-23,6468.90 ,5822.00 ,6564.70 ,5710.80 ,1.88M,11.11%
2020-03-24,6744.60 ,6468.80 ,6814.20 ,6380.80 ,1.73M,4.26%
2020-03-25,6678.90 ,6744.80 ,6930.20 ,6474.60 ,1.52M,-0.97%
2020-03-26,6725.10 ,6677.90 ,6772.90 ,6541.70 ,1.18M,0.69%
2020-03-27,6373.40 ,6725.50 ,6813.70 ,6322.30 ,1.16M,-5.23%
2020-03-28,6233.70 ,6373.40 ,6374.30 ,6046.50 ,1.26M,-2.19%
2020-03-29,5890.40 ,6233.20 ,6258.80 ,5889.30 ,916.17K,-5.51%
2020-03-30,6391.00 ,5890.40 ,6576.50 ,5872.50 ,1.43M,8.50%
2020-03-31,6412.50 ,6391.10 ,6513.10 ,6346.30 ,1.05M,0.34%
2020-04-01,6638.50 ,6412.40 ,6661.30 ,6157.40 ,1.40M,3.52%
2020-04-02,6800.50 ,6638.80 ,7182.70 ,6567.90 ,1.74M,2.44%
2020-04-03,6735.90 ,6799.90 ,7026.30 ,6623.60 ,1.35M,-0.95%
2020-04-04,6857.40 ,6735.90 ,6958.60 ,6679.10 ,1.05M,1.80%
2020-04-05,6772.70 ,6857.50 ,6889.40 ,6686.00 ,842.33K,-1.23%
2020-04-06,7332.30 ,6772.80 ,7335.00 ,6770.10 ,1.53M,8.26%
2020-04-07,7185.20 ,7332.30 ,7440.30 ,7101.70 ,1.32M,-2.01%
2020-04-08,7361.20 ,7185.60 ,7396.10 ,7153.10 ,983.94K,2.45%
2020-04-09,7289.00 ,7361.10 ,7361.10 ,7140.30 ,963.55K,-0.98%
2020-04-10,6863.10 ,7289.00 ,7294.40 ,6756.10 ,1.37M,-5.84%
2020-04-11,6867.80 ,6862.70 ,6931.40 ,6765.10 ,845.58K,0.07%
2020-04-12,6917.60 ,6867.90 ,7158.80 ,6785.10 ,1.10M,0.73%
2020-04-13,6841.30 ,6918.10 ,6920.30 ,6618.50 ,1.25M,-1.10%
2020-04-14,6850.90 ,6841.80 ,6970.80 ,6768.60 ,999.53K,0.14%
2020-04-15,6629.10 ,6851.30 ,6929.50 ,6615.90 ,1.00M,-3.24%
2020-04-16,7085.60 ,6629.10 ,7159.70 ,6520.50 ,1.54M,6.89%
2020-04-17,7035.80 ,7085.50 ,7142.80 ,7005.80 ,810.10K,-0.70%
2020-04-18,7230.80 ,7035.90 ,7259.40 ,7031.50 ,796.45K,2.77%
2020-04-19,7122.90 ,7230.90 ,7238.00 ,7079.10 ,5.93M,-1.49%
2020-04-20,6833.50 ,7122.90 ,7207.50 ,6771.20 ,1.26M,-4.06%
2020-04-21,6842.50 ,6833.40 ,6919.30 ,6774.30 ,892.57K,0.13%
2020-04-22,7112.90 ,6842.50 ,7137.40 ,6821.80 ,914.18K,3.95%
2020-04-23,7488.50 ,7112.80 ,7655.40 ,7036.50 ,1.34M,5.28%
2020-04-24,7503.80 ,7491.30 ,7583.50 ,7423.50 ,951.95K,0.20%
2020-04-25,7540.40 ,7503.90 ,7684.60 ,7451.00 ,861.93K,0.49%
2020-04-26,7678.90 ,7540.40 ,7679.40 ,7520.50 ,921.59K,1.84%
2020-04-27,7766.00 ,7679.40 ,7768.50 ,7637.70 ,980.50K,1.13%
2020-04-28,7746.90 ,7766.00 ,7770.10 ,7655.30 ,808.09K,-0.25%
2020-04-29,8770.90 ,7746.70 ,8918.50 ,7729.70 ,1.83M,13.22%
2020-04-30,8629.00 ,8770.60 ,9437.50 ,8425.50 ,2.04M,-1.62%
2020-05-01,8821.60 ,8628.60 ,9040.30 ,8621.00 ,1.11M,2.23%
2020-05-02,8966.30 ,8821.60 ,8986.20 ,8771.30 ,890.34K,1.64%
2020-05-03,8885.50 ,8966.20 ,9169.90 ,8742.20 ,1.15M,-0.90%
2020-05-04,8874.70 ,8885.50 ,8945.50 ,8553.20 ,1.12M,-0.12%
2020-05-05,9001.00 ,8874.20 ,9078.70 ,8800.40 ,1.05M,1.42%
2020-05-06,9151.40 ,9000.60 ,9373.70 ,8923.60 ,1.62M,1.67%
2020-05-07,9979.80 ,9152.70 ,10033.00 ,9064.80 ,1.91M,9.05%
2020-05-08,9806.20 ,9980.10 ,10018.20 ,9731.40 ,1.42M,-1.74%
2020-05-09,9554.60 ,9806.00 ,9910.50 ,9533.60 ,1.49M,-2.57%
2020-05-10,8738.80 ,9553.90 ,9569.40 ,8259.30 ,2.47M,-8.54%
2020-05-11,8579.80 ,8737.60 ,9129.60 ,8235.60 ,2.29M,-1.82%
2020-05-12,8813.80 ,8569.80 ,8964.50 ,8542.80 ,1.35M,2.73%
2020-05-13,9298.70 ,8813.90 ,9384.60 ,8799.10 ,1.50M,5.50%
2020-05-14,9778.40 ,9298.70 ,9887.50 ,9265.80 ,1.77M,5.16%
2020-05-15,9318.00 ,9778.60 ,9819.60 ,9223.20 ,1.56M,-4.71%
2020-05-16,9379.50 ,9318.10 ,9579.00 ,9233.00 ,1.10M,0.66%
2020-05-17,9677.70 ,9376.60 ,9866.00 ,9327.80 ,1.18M,3.18%
2020-05-18,9730.70 ,9678.40 ,9930.20 ,9524.40 ,1.18M,0.55%
2020-05-19,9773.30 ,9730.80 ,9883.90 ,9498.70 ,1.16M,0.44%
2020-05-20,9512.30 ,9773.00 ,9829.30 ,9368.40 ,1.15M,-2.67%
2020-05-21,9059.00 ,9511.60 ,9567.10 ,8833.60 ,1.41M,-4.76%
2020-05-22,9169.70 ,9058.20 ,9253.50 ,8952.10 ,914.59K,1.22%
2020-05-23,9177.00 ,9169.80 ,9303.20 ,9098.90 ,812.56K,0.08%
2020-05-24,8728.20 ,9177.90 ,9292.00 ,8724.10 ,1.11M,-4.89%
2020-05-25,8898.20 ,8728.00 ,8959.50 ,8666.10 ,941.89K,1.95%
2020-05-26,8842.50 ,8897.70 ,8994.60 ,8713.90 ,784.92K,-0.63%
2020-05-27,9199.10 ,8842.30 ,9210.90 ,8818.60 ,810.89K,4.03%
2020-05-28,9572.20 ,9199.80 ,9610.80 ,9119.20 ,948.86K,4.06%
2020-05-29,9424.80 ,9573.40 ,9596.50 ,9358.10 ,814.33K,-1.54%
2020-05-30,9692.50 ,9424.80 ,9729.90 ,9352.70 ,720.62K,2.84%
2020-05-31,9454.80 ,9692.90 ,9695.60 ,9406.20 ,645.27K,-2.45%
2020-06-01,10189.30 ,9454.50 ,10301.80 ,9429.70 ,796.68K,7.77%
2020-06-02,9527.60 ,10190.70 ,10207.30 ,9347.30 ,1.06M,-6.49%
2020-06-03,9667.20 ,9527.00 ,9667.20 ,9421.70 ,558.12K,1.47%
2020-06-04,9794.40 ,9667.20 ,9864.40 ,9490.90 ,593.66K,1.32%
2020-06-05,9631.20 ,9794.00 ,9846.10 ,9628.70 ,527.05K,-1.67%
2020-06-06,9669.60 ,9630.80 ,9733.10 ,9549.50 ,370.85K,0.40%
2020-06-07,9742.60 ,9669.60 ,9791.80 ,9417.40 ,549.20K,0.76%
2020-06-08,9777.90 ,9743.40 ,9788.20 ,9662.30 ,431.04K,0.36%
2020-06-09,9768.80 ,9777.70 ,9857.20 ,9616.60 ,479.55K,-0.09%
2020-06-10,9878.80 ,9768.80 ,9970.90 ,9710.70 ,533.55K,1.13%
2020-06-11,9283.20 ,9878.90 ,9945.20 ,9139.10 ,919.30K,-6.03%
2020-06-12,9466.60 ,9283.70 ,9547.50 ,9249.40 ,529.28K,1.97%
2020-06-13,9471.30 ,9466.50 ,9484.90 ,9369.90 ,364.97K,0.05%
2020-06-14,9345.30 ,9470.70 ,9474.70 ,9264.40 ,311.27K,-1.33%
2020-06-15,9425.40 ,9345.50 ,9489.70 ,8925.60 ,750.90K,0.86%
2020-06-16,9523.50 ,9425.60 ,9577.10 ,9379.30 ,545.47K,1.04%
2020-06-17,9464.60 ,9523.60 ,9543.60 ,9258.20 ,446.45K,-0.62%
2020-06-18,9388.10 ,9464.60 ,9480.40 ,9289.30 ,391.67K,-0.81%
2020-06-19,9314.00 ,9390.30 ,9424.00 ,9249.60 ,478.49K,-0.79%
2020-06-20,9358.80 ,9314.00 ,9394.50 ,9199.80 ,383.44K,0.48%
2020-06-21,9296.40 ,9358.80 ,9411.20 ,9288.50 ,335.99K,-0.67%
2020-06-22,9683.70 ,9296.50 ,9751.90 ,9285.80 ,523.32K,4.17%
2020-06-23,9624.60 ,9683.90 ,9715.60 ,9581.80 ,375.49K,-0.61%
2020-06-24,9302.00 ,9624.60 ,9667.40 ,9223.00 ,515.78K,-3.35%
2020-06-25,9247.50 ,9300.80 ,9327.30 ,9022.60 ,524.45K,-0.59%
2020-06-26,9160.00 ,9247.50 ,9296.50 ,9060.10 ,489.84K,-0.95%
2020-06-27,9008.30 ,9160.50 ,9190.50 ,8865.30 ,441.93K,-1.66%
2020-06-28,9124.00 ,9008.40 ,9185.50 ,8950.20 ,329.01K,1.28%
2020-06-29,9185.40 ,9122.80 ,9229.10 ,9033.60 ,401.12K,0.67%
2020-06-30,9135.40 ,9186.00 ,9199.80 ,9075.30 ,381.73K,-0.54%
2020-07-01,9229.90 ,9135.90 ,9289.00 ,9101.10 ,366.78K,1.03%
2020-07-02,9085.10 ,9229.90 ,9259.70 ,8962.10 ,483.10K,-1.57%
2020-07-03,9067.10 ,9085.00 ,9120.40 ,9050.90 ,333.88K,-0.20%
2020-07-04,9134.40 ,9067.10 ,9182.30 ,9049.60 ,261.25K,0.74%
2020-07-05,9081.00 ,9134.30 ,9149.60 ,8932.10 ,314.10K,-0.58%
2020-07-06,9339.00 ,9080.40 ,9363.00 ,9063.20 ,510.27K,2.84%
2020-07-07,9256.00 ,9338.80 ,9371.20 ,9209.30 ,420.55K,-0.89%
2020-07-08,9429.90 ,9256.30 ,9458.30 ,9233.10 ,509.94K,1.88%
2020-07-09,9235.70 ,9430.10 ,9434.50 ,9176.00 ,444.27K,-2.06%
2020-07-10,9285.10 ,9239.00 ,9309.80 ,9131.90 ,418.47K,0.53%
2020-07-11,9233.30 ,9285.80 ,9295.50 ,9184.20 ,353.92K,-0.56%
2020-07-12,9300.80 ,9234.20 ,9337.80 ,9170.40 ,366.88K,0.73%
2020-07-13,9243.60 ,9300.50 ,9329.60 ,9207.60 ,456.87K,-0.62%
2020-07-14,9253.40 ,9243.10 ,9274.80 ,9135.70 ,453.83K,0.11%
2020-07-15,9198.70 ,9253.60 ,9270.20 ,9168.70 ,429.84K,-0.59%
2020-07-16,9135.30 ,9198.70 ,9224.20 ,9052.00 ,429.04K,-0.69%
2020-07-17,9155.80 ,9135.40 ,9181.90 ,9091.50 ,310.92K,0.22%
2020-07-18,9170.20 ,9155.80 ,9198.80 ,9126.70 ,276.40K,0.16%
2020-07-19,9208.00 ,9170.10 ,9224.80 ,9106.40 ,265.25K,0.41%
2020-07-20,9162.40 ,9208.10 ,9218.40 ,9139.90 ,312.98K,-0.50%
2020-07-21,9387.30 ,9162.30 ,9426.90 ,9155.10 ,458.99K,2.46%
2020-07-22,9513.70 ,9387.40 ,9523.10 ,9296.00 ,386.00K,1.35%
2020-07-23,9599.60 ,9513.60 ,9646.50 ,9451.10 ,425.66K,0.90%
2020-07-24,9546.40 ,9599.20 ,9626.20 ,9480.50 ,359.16K,-0.55%
2020-07-25,9704.10 ,9546.70 ,9729.30 ,9536.20 ,306.29K,1.65%
2020-07-26,9932.50 ,9690.00 ,10086.60 ,9645.90 ,415.07K,2.35%
2020-07-27,11022.80 ,9932.70 ,11367.00 ,9894.60 ,908.99K,10.98%
2020-07-28,10908.50 ,10961.10 ,11046.10 ,10873.60 ,658.37K,-1.04%
2020-07-29,11105.90 ,10908.40 ,11336.50 ,10771.80 ,576.83K,1.81%
2020-07-30,11096.20 ,11105.80 ,11164.40 ,10861.60 ,501.14K,-0.09%
2020-07-31,11333.40 ,11096.50 ,11434.80 ,10964.60 ,530.95K,2.14%
2020-08-01,11803.10 ,11333.20 ,11847.70 ,11226.10 ,611.47K,4.14%
2020-08-02,11066.80 ,11802.60 ,12061.10 ,10730.70 ,647.95K,-6.24%
2020-08-03,11224.40 ,11066.90 ,11461.10 ,10981.60 ,470.24K,1.42%
2020-08-04,11184.70 ,11223.80 ,11407.80 ,11043.00 ,485.79K,-0.35%
2020-08-05,11735.10 ,11184.80 ,11771.50 ,11114.50 ,570.83K,4.92%
2020-08-06,11757.10 ,11735.00 ,11898.40 ,11563.00 ,554.85K,0.19%
2020-08-07,11592.00 ,11757.10 ,11901.80 ,11352.40 ,517.00K,-1.40%
2020-08-08,11764.30 ,11591.60 ,11805.50 ,11533.50 ,317.06K,1.49%
2020-08-09,11681.20 ,11764.40 ,11792.80 ,11527.50 ,303.00K,-0.71%
2020-08-10,11889.20 ,11681.10 ,12041.10 ,11546.90 ,564.11K,1.78%
2020-08-11,11390.40 ,11889.20 ,11931.80 ,11146.70 ,615.90K,-4.19%
2020-08-12,11557.20 ,11390.40 ,11605.40 ,11190.60 ,549.59K,1.46%
2020-08-13,11770.90 ,11557.20 ,11772.90 ,11298.40 ,545.67K,1.85%
2020-08-14,11750.80 ,11771.10 ,11835.50 ,11651.50 ,435.44K,-0.17%
2020-08-15,11845.30 ,11751.10 ,11964.00 ,11711.50 ,499.10K,0.80%
2020-08-16,11899.00 ,11845.50 ,11922.50 ,11688.90 ,410.81K,0.45%
2020-08-17,12282.60 ,11898.80 ,12444.10 ,11764.00 ,628.41K,3.22%
2020-08-18,11947.60 ,12283.00 ,12381.40 ,11842.00 ,606.79K,-2.73%
2020-08-19,11750.20 ,11944.40 ,12013.20 ,11602.60 ,550.26K,-1.65%
2020-08-20,11856.90 ,11751.00 ,11881.00 ,11672.70 ,430.93K,0.91%
2020-08-21,11529.20 ,11856.90 ,11877.40 ,11495.60 ,506.38K,-2.76%
2020-08-22,11661.30 ,11529.20 ,11677.00 ,11382.10 ,433.98K,1.15%
2020-08-23,11641.60 ,11661.10 ,11705.40 ,11520.80 ,377.33K,-0.17%
2020-08-24,11753.50 ,11641.60 ,11824.60 ,11587.10 ,429.13K,0.96%
2020-08-25,11324.80 ,11752.90 ,11766.90 ,11131.00 ,594.07K,-3.65%
2020-08-26,11462.30 ,11324.90 ,11533.60 ,11254.60 ,513.06K,1.21%
2020-08-27,11327.40 ,11462.30 ,11580.30 ,11135.30 ,560.59K,-1.18%
2020-08-28,11527.40 ,11327.50 ,11539.00 ,11281.90 ,464.94K,1.77%
2020-08-29,11468.10 ,11527.80 ,11576.80 ,11433.50 ,389.85K,-0.51%
2020-08-30,11702.00 ,11468.10 ,11704.20 ,11462.60 ,409.36K,2.04%
2020-08-31,11644.20 ,11701.10 ,11760.20 ,11563.80 ,496.14K,-0.49%
2020-09-01,11914.90 ,11644.20 ,12045.90 ,11544.60 ,580.69K,2.32%
2020-09-02,11413.30 ,11914.40 ,11947.50 ,11244.90 ,20.26M,-4.21%
2020-09-03,10168.80 ,11413.20 ,11442.70 ,10009.50 ,9.65M,-10.90%
2020-09-04,10472.50 ,10168.70 ,10614.20 ,9960.30 ,12.50M,2.99%
2020-09-05,10092.20 ,10472.30 ,10558.70 ,9897.80 ,14.72M,-3.63%
2020-09-06,10296.40 ,10092.20 ,10337.70 ,10004.70 ,12.12M,2.02%
2020-09-07,10376.90 ,10296.40 ,10400.90 ,9887.00 ,12.40M,0.78%
2020-09-08,10126.60 ,10376.90 ,10434.40 ,9877.10 ,113.90K,-2.41%
2020-09-09,10224.60 ,10126.80 ,10343.30 ,9984.60 ,71.37K,0.97%
2020-09-10,10339.70 ,10224.30 ,10480.30 ,10219.20 ,88.01K,1.13%
2020-09-11,10390.20 ,10339.80 ,10398.80 ,10212.60 ,62.28K,0.49%
2020-09-12,10441.90 ,10390.20 ,10476.80 ,10275.90 ,48.49K,0.50%
2020-09-13,10326.00 ,10441.70 ,10579.60 ,10219.40 ,66.12K,-1.11%
2020-09-14,10675.30 ,10332.70 ,10744.30 ,10264.50 ,96.64K,3.38%
2020-09-15,10785.30 ,10675.20 ,10931.80 ,10627.80 ,91.70K,1.03%
2020-09-16,10949.50 ,10785.20 ,11093.30 ,10669.20 ,94.94K,1.52%
2020-09-17,10941.30 ,10950.10 ,11039.30 ,10755.20 ,77.22K,-0.07%
2020-09-18,10933.00 ,10941.30 ,11029.70 ,10818.70 ,63.48K,-0.08%
2020-09-19,11081.80 ,10933.00 ,11177.10 ,10890.70 ,51.63K,1.36%
2020-09-20,10921.50 ,11081.60 ,11081.60 ,10772.70 ,53.39K,-1.45%
2020-09-21,10416.80 ,10919.90 ,10987.20 ,10328.50 ,109.85K,-4.62%
2020-09-22,10531.50 ,10419.40 ,10570.70 ,10361.70 ,63.52K,1.10%
2020-09-23,10237.30 ,10531.50 ,10535.40 ,10146.60 ,74.95K,-2.79%
2020-09-24,10739.40 ,10238.10 ,10787.80 ,10201.00 ,82.95K,4.90%
