날짜,종가,오픈,고가,저가,거래량,변동 %
2022-02-19,40090.30 ,40000.10 ,40434.30 ,39666.60 ,25.78K,0.23%
2022-02-20,38355.00 ,40089.60 ,40120.30 ,38042.20 ,47.92K,-4.33%
2022-02-21,37017.70 ,38355.00 ,39444.10 ,36868.90 ,91.82K,-3.49%
2022-02-22,38248.20 ,37018.30 ,38414.90 ,36399.60 ,82.75K,3.32%
2022-02-23,37224.60 ,38248.20 ,39194.50 ,37099.50 ,64.84K,-2.68%
2022-02-24,38339.20 ,37250.20 ,39351.60 ,34357.40 ,180.47K,2.99%
2022-02-25,39209.60 ,38339.20 ,39683.70 ,38042.60 ,83.78K,2.27%
2022-02-26,39115.50 ,39221.60 ,40094.50 ,38639.10 ,41.55K,-0.24%
2022-02-27,37689.10 ,39116.60 ,39838.50 ,37062.30 ,66.14K,-3.65%
2022-02-28,43188.20 ,37707.20 ,43977.80 ,37458.90 ,108.07K,14.59%
2022-03-01,44420.30 ,43187.20 ,44900.50 ,42876.60 ,90.67K,2.85%
2022-03-02,43912.80 ,44420.30 ,45294.20 ,43361.30 ,80.82K,-1.14%
2022-03-03,42463.00 ,43912.80 ,44077.20 ,41840.80 ,74.11K,-3.30%
2022-03-04,39142.70 ,42463.00 ,42848.70 ,38594.90 ,3.21B,-7.82%
2022-03-05,39395.80 ,39142.80 ,39600.20 ,38626.10 ,1.50B,0.65%
2022-03-06,38403.10 ,39396.30 ,39668.10 ,38115.00 ,1.93B,-2.52%
2022-03-07,38024.80 ,38420.60 ,39532.00 ,37182.10 ,3.02B,-0.99%
2022-03-08,38744.80 ,38020.60 ,39351.50 ,37886.60 ,2.67B,1.89%
2022-03-09,41929.00 ,38731.50 ,42538.50 ,38663.30 ,3.60B,8.22%
2022-03-10,39416.30 ,41933.90 ,42029.10 ,38603.50 ,3.62B,-5.99%
2022-03-11,38730.20 ,39422.50 ,40177.00 ,38236.40 ,2.79B,-1.74%
2022-03-12,38814.30 ,38730.20 ,39355.30 ,38666.50 ,1.11B,0.22%
2022-03-13,37792.40 ,38813.20 ,39272.30 ,37603.40 ,1.55B,-2.63%
2022-03-14,39671.10 ,37789.50 ,39914.30 ,37613.60 ,2.33B,4.97%
2022-03-15,39285.70 ,39673.00 ,39854.70 ,38220.90 ,2.25B,-0.97%
2022-03-16,41118.70 ,39282.50 ,41701.60 ,38953.20 ,4.47B,4.67%
2022-03-17,40914.80 ,41118.70 ,41406.00 ,40557.80 ,1.90B,-0.50%
2022-03-18,41767.80 ,40914.60 ,42308.40 ,40234.80 ,2.31B,2.08%
2022-03-19,42233.00 ,41768.00 ,42386.00 ,41529.60 ,224.59M,1.11%
2022-03-20,41276.00 ,42241.00 ,42301.00 ,40922.00 ,308.45M,-2.27%
2022-03-21,41022.00 ,41282.00 ,41532.00 ,40530.00 ,406.62M,-0.62%
2022-03-22,42373.00 ,41022.00 ,43327.90 ,40893.00 ,537.06M,3.29%
2022-03-23,42912.00 ,42373.00 ,43027.00 ,41795.00 ,433.96M,1.27%
2022-03-24,44013.00 ,42911.00 ,44251.00 ,42658.00 ,491.66M,2.57%
2022-03-25,44331.00 ,44013.00 ,45112.00 ,43622.00 ,494.09M,0.72%
2022-03-26,44548.00 ,44331.00 ,44818.00 ,44090.00 ,196.30M,0.49%
2022-03-27,46859.00 ,44542.00 ,46947.00 ,44445.00 ,388.79M,5.19%
2022-03-28,47105.00 ,46859.00 ,48199.00 ,46672.00 ,610.27M,0.52%
2022-03-29,47449.00 ,47126.00 ,48127.00 ,47029.00 ,478.82M,0.73%
2022-03-30,47075.00 ,47449.00 ,47714.00 ,46601.00 ,467.76M,-0.79%
2022-03-31,45525.00 ,47071.00 ,47624.00 ,45228.00 ,520.00M,-3.29%
2022-04-01,46297.00 ,45529.00 ,46728.00 ,44261.00 ,632.93M,1.70%
2022-04-02,45811.00 ,46299.00 ,47212.00 ,45641.00 ,345.93M,-1.05%
2022-04-03,46407.00 ,45813.00 ,47435.00 ,45554.00 ,398.86M,1.30%
2022-04-04,46629.00 ,46407.00 ,46899.00 ,45152.00 ,446.12M,0.48%
2022-04-05,45506.00 ,46614.00 ,47201.00 ,45388.00 ,421.11M,-2.41%
2022-04-06,43173.00 ,45494.00 ,45519.00 ,43122.00 ,649.52M,-5.13%
2022-04-07,43448.00 ,43166.00 ,43893.00 ,42747.00 ,390.85M,0.64%
2022-04-08,42275.00 ,43450.00 ,43979.00 ,42113.00 ,467.83M,-2.70%
2022-04-09,42767.00 ,42275.00 ,42809.00 ,42129.00 ,165.16M,1.16%
2022-04-10,42138.00 ,42760.00 ,43421.00 ,41884.00 ,255.83M,-1.47%
2022-04-11,39497.00 ,42144.00 ,42418.00 ,39202.00 ,608.38M,-6.27%
2022-04-12,40078.00 ,39507.00 ,40678.00 ,39265.00 ,468.27M,1.47%
2022-04-13,41133.00 ,40072.00 ,41515.00 ,39581.00 ,406.70M,2.63%
2022-04-14,39936.00 ,41133.00 ,41494.00 ,39585.00 ,294.29M,-2.91%
2022-04-15,40560.00 ,39936.00 ,40850.00 ,39781.00 ,233.09M,1.56%
2022-04-16,40382.00 ,40571.00 ,40691.00 ,40003.00 ,151.31M,-0.44%
2022-04-17,39703.00 ,40382.00 ,40599.00 ,39561.00 ,210.01M,-1.68%
2022-04-18,40803.00 ,39700.00 ,41095.00 ,38577.00 ,484.26M,2.77%
2022-04-19,41503.00 ,40809.00 ,41746.00 ,40585.00 ,268.28M,1.72%
2022-04-20,41368.00 ,41499.00 ,42203.00 ,40915.00 ,382.84M,-0.33%
2022-04-21,40482.00 ,41370.00 ,42969.00 ,39793.00 ,493.05M,-2.14%
2022-04-22,39709.00 ,40487.00 ,40792.00 ,39200.00 ,421.30M,-1.91%
2022-04-23,39418.00 ,39709.00 ,39973.00 ,39291.00 ,190.60M,-0.73%
2022-04-24,39464.00 ,39434.00 ,39929.00 ,39033.00 ,283.63M,0.12%
2022-04-25,40427.00 ,39464.00 ,40599.00 ,38233.00 ,654.60M,2.44%
2022-04-26,38113.00 ,40443.00 ,40770.00 ,37708.00 ,681.47M,-5.72%
2022-04-27,39243.00 ,38113.00 ,39447.00 ,37869.00 ,426.83M,2.96%
2022-04-28,39748.00 ,39243.00 ,40382.00 ,38888.00 ,542.39M,1.29%
2022-04-29,38581.00 ,39748.00 ,39919.00 ,38175.00 ,382.90M,-2.94%
2022-04-30,37650.00 ,38590.00 ,38776.00 ,37596.00 ,248.22M,-2.41%
2022-05-01,38461.00 ,37642.00 ,38676.00 ,37397.00 ,276.99M,2.15%
2022-05-02,38514.00 ,38472.00 ,39134.00 ,38061.00 ,580.79M,0.14%
2022-05-03,37718.00 ,38515.00 ,38647.00 ,37513.00 ,367.21M,-2.07%
2022-05-04,39688.00 ,37717.00 ,40021.00 ,37660.00 ,691.49M,5.22%
2022-05-05,36544.00 ,39686.00 ,39833.00 ,36183.00 ,1.04B,-7.92%
2022-05-06,36009.00 ,36540.00 ,36646.00 ,35267.00 ,752.84M,-1.46%
2022-05-07,35468.00 ,36003.00 ,36119.00 ,34773.00 ,288.86M,-1.50%
2022-05-08,34060.00 ,35468.00 ,35497.00 ,33727.00 ,671.05M,-3.97%
2022-05-09,30095.00 ,34041.00 ,34227.00 ,30095.00 ,268.09K,-11.64%
2022-05-10,31007.50 ,30098.20 ,32621.20 ,29831.00 ,235.61K,3.03%
2022-05-11,29068.20 ,31008.00 ,32113.60 ,27835.50 ,296.90K,-6.25%
2022-05-12,28976.00 ,29073.40 ,30136.70 ,26500.50 ,309.48K,-0.32%
2022-05-13,29284.40 ,28994.30 ,31002.70 ,28755.00 ,141.23K,1.06%
2022-05-14,30080.40 ,29285.20 ,30277.40 ,28666.70 ,70.46K,2.72%
2022-05-15,31308.70 ,30078.60 ,31383.80 ,29499.40 ,65.44K,4.08%
2022-05-16,29849.00 ,31308.30 ,31312.40 ,29135.80 ,100.25K,-4.66%
2022-05-17,30437.50 ,29856.70 ,30720.10 ,29484.50 ,79.63K,1.97%
2022-05-18,28683.70 ,30437.50 ,30687.90 ,28648.10 ,92.03K,-5.76%
2022-05-19,30305.90 ,28700.40 ,30525.10 ,28682.10 ,101.38K,5.66%
2022-05-20,29178.60 ,30305.90 ,30735.10 ,28738.50 ,98.78K,-3.72%
2022-05-21,29434.60 ,29188.70 ,29623.20 ,28953.90 ,32.27K,0.88%
2022-05-22,30286.60 ,29433.00 ,30462.00 ,29260.10 ,50.60K,2.89%
2022-05-23,29093.30 ,30287.30 ,30644.80 ,28913.60 ,92.10K,-3.94%
2022-05-24,29648.70 ,29091.60 ,29810.80 ,28706.10 ,79.42K,1.91%
2022-05-25,29540.60 ,29648.70 ,30202.30 ,29353.50 ,78.85K,-0.36%
2022-05-26,29203.50 ,29537.90 ,29868.90 ,28077.90 ,126.71K,-1.14%
2022-05-27,28601.20 ,29194.00 ,29377.10 ,28282.20 ,116.41K,-2.06%
2022-05-28,29027.10 ,28620.10 ,29194.40 ,28537.20 ,43.87K,1.49%
2022-05-29,29465.20 ,29027.10 ,29556.50 ,28838.70 ,36.87K,1.51%
2022-05-30,31723.30 ,29465.20 ,32185.60 ,29307.20 ,129.56K,7.66%
2022-05-31,31793.40 ,31730.20 ,32377.50 ,31221.20 ,86.60K,0.22%
2022-06-01,29798.50 ,31793.10 ,31969.90 ,29396.60 ,135.09K,-6.27%
2022-06-02,30455.50 ,29798.60 ,30638.50 ,29604.40 ,81.40K,2.20%
2022-06-03,29700.90 ,30455.70 ,30674.80 ,29330.80 ,72.13K,-2.48%
2022-06-04,29864.30 ,29700.90 ,29963.80 ,29489.50 ,33.51K,0.55%
2022-06-05,29913.00 ,29865.10 ,30166.90 ,29539.00 ,30.33K,0.16%
2022-06-06,31367.60 ,29911.20 ,31753.40 ,29888.60 ,94.01K,4.86%
2022-06-07,31128.80 ,31370.30 ,31556.60 ,29235.00 ,140.32K,-0.76%
2022-06-08,30201.60 ,31127.20 ,31312.10 ,29874.80 ,87.96K,-2.98%
2022-06-09,30097.80 ,30202.10 ,30691.40 ,29953.80 ,61.72K,-0.34%
2022-06-10,29083.30 ,30097.40 ,30325.60 ,28884.90 ,104.26K,-3.37%
2022-06-11,28403.40 ,29083.30 ,29426.60 ,28161.80 ,82.92K,-2.34%
2022-06-12,26606.30 ,28404.00 ,28534.80 ,26606.30 ,120.02K,-6.33%
2022-06-13,22448.00 ,26606.30 ,26857.60 ,22006.30 ,379.26K,-15.63%
2022-06-14,22157.30 ,22449.10 ,23200.30 ,20860.90 ,251.01K,-1.29%
2022-06-15,22577.90 ,22137.50 ,22754.40 ,20125.80 ,280.41K,1.90%
2022-06-16,20386.60 ,22577.90 ,22942.10 ,20231.10 ,144.00K,-9.71%
2022-06-17,20444.60 ,20391.30 ,21315.40 ,20244.10 ,136.27K,0.28%
2022-06-18,18986.50 ,20446.40 ,20744.70 ,17630.50 ,267.25K,-7.13%
2022-06-19,20577.20 ,18983.40 ,20763.50 ,17983.70 ,169.39K,8.38%
2022-06-20,20572.30 ,20576.90 ,20996.80 ,19658.80 ,140.60K,-0.02%
2022-06-21,20720.40 ,20571.60 ,21689.30 ,20371.70 ,136.32K,0.72%
2022-06-22,19965.80 ,20720.20 ,20864.30 ,19780.20 ,125.94K,-3.64%
2022-06-23,21100.70 ,19967.30 ,21189.80 ,19907.50 ,110.70K,5.68%
2022-06-24,21226.90 ,21100.90 ,21488.70 ,20743.90 ,104.56K,0.60%
2022-06-25,21489.90 ,21226.90 ,21553.40 ,20917.50 ,66.63K,1.24%
2022-06-26,21043.50 ,21489.90 ,21837.40 ,20989.70 ,67.21K,-2.08%
2022-06-27,20730.20 ,21037.70 ,21497.50 ,20568.00 ,84.69K,-1.49%
2022-06-28,20278.00 ,20727.90 ,21200.20 ,20210.50 ,83.83K,-2.18%
2022-06-29,20111.30 ,20278.00 ,20415.80 ,19880.70 ,98.97K,-0.82%
2022-06-30,19926.60 ,20111.30 ,20155.10 ,18682.70 ,127.73K,-0.92%
2022-07-01,19262.90 ,19926.60 ,20785.60 ,18980.10 ,150.18K,-3.33%
2022-07-02,19243.20 ,19275.40 ,19425.40 ,19006.40 ,58.57K,-0.10%
2022-07-03,19309.90 ,19243.40 ,19626.40 ,18794.40 ,65.27K,0.35%
2022-07-04,20215.80 ,19310.60 ,20303.80 ,19052.50 ,92.79K,4.69%
2022-07-05,20200.60 ,20215.80 ,20706.90 ,19315.40 ,122.43K,-0.08%
2022-07-06,20561.10 ,20180.40 ,20654.90 ,19785.30 ,105.24K,1.78%
2022-07-07,21637.80 ,20557.90 ,21817.80 ,20282.70 ,115.81K,5.24%
2022-07-08,21611.20 ,21637.10 ,22482.10 ,21207.00 ,439.90K,-0.12%
2022-07-09,21587.50 ,21610.40 ,21944.10 ,21338.40 ,190.11K,-0.11%
2022-07-10,20847.40 ,21587.40 ,21599.20 ,20689.70 ,204.68K,-3.43%
2022-07-11,19963.20 ,20847.20 ,20855.00 ,19897.00 ,160.20K,-4.24%
2022-07-12,19330.90 ,19963.20 ,20051.70 ,19279.60 ,167.91K,-3.17%
2022-07-13,20250.00 ,19331.60 ,20250.80 ,18942.20 ,249.38K,4.75%
2022-07-14,20586.00 ,20250.00 ,20862.20 ,19664.90 ,205.28K,1.66%
2022-07-15,20825.10 ,20586.10 ,21178.10 ,20393.40 ,164.67K,1.16%
2022-07-16,21209.90 ,20825.20 ,21561.30 ,20484.40 ,136.89K,1.85%
2022-07-17,20785.60 ,21209.80 ,21654.40 ,20755.20 ,132.81K,-2.00%
2022-07-18,22525.80 ,20785.60 ,22714.90 ,20770.60 ,279.72K,8.37%
2022-07-19,23410.20 ,22529.30 ,23757.30 ,21581.80 ,308.91K,3.93%
2022-07-20,23215.20 ,23412.00 ,24258.00 ,22944.40 ,281.31K,-0.83%
2022-07-21,23153.00 ,23219.90 ,23403.80 ,22360.20 ,217.08K,-0.27%
2022-07-22,22675.20 ,23150.00 ,23741.40 ,22524.20 ,197.54K,-2.06%
2022-07-23,22460.40 ,22683.60 ,22991.00 ,21971.70 ,137.42K,-0.95%
2022-07-24,22582.10 ,22449.80 ,22987.90 ,22281.30 ,126.66K,0.54%
2022-07-25,21301.90 ,22582.30 ,22653.30 ,21275.40 ,206.93K,-5.67%
2022-07-26,21248.70 ,21301.60 ,21322.30 ,20737.30 ,201.57K,-0.25%
2022-07-27,22958.30 ,21248.00 ,23027.80 ,21047.50 ,242.66K,8.05%
2022-07-28,23850.00 ,22957.70 ,24190.50 ,22611.60 ,268.32K,3.88%
2022-07-29,23774.30 ,23850.20 ,24340.00 ,23451.40 ,221.66K,-0.32%
2022-07-30,23634.20 ,23774.20 ,24605.30 ,23521.80 ,168.72K,-0.59%
2022-07-31,23303.40 ,23634.20 ,24179.30 ,23236.20 ,138.84K,-1.40%
2022-08-01,23271.20 ,23303.40 ,23484.40 ,22863.80 ,162.33K,-0.14%
2022-08-02,22988.60 ,23271.10 ,23423.30 ,22670.80 ,177.30K,-1.21%
2022-08-03,22820.80 ,22988.70 ,23623.70 ,22698.60 ,174.66K,-0.73%
2022-08-04,22612.10 ,22822.20 ,23214.50 ,22438.70 ,181.19K,-0.91%
2022-08-05,23308.20 ,22613.30 ,23447.60 ,22593.50 ,208.90K,3.08%
2022-08-06,22944.20 ,23308.20 ,23344.40 ,22923.60 ,94.44K,-1.56%
2022-08-07,23175.30 ,22944.20 ,23387.70 ,22852.30 ,99.36K,1.01%
2022-08-08,23816.30 ,23175.30 ,24234.10 ,23160.60 ,197.94K,2.77%
2022-08-09,23146.70 ,23818.10 ,23912.00 ,22886.50 ,169.62K,-2.81%
2022-08-10,23962.90 ,23150.30 ,24209.90 ,22714.70 ,243.61K,3.53%
2022-08-11,23935.30 ,23963.30 ,24873.50 ,23864.00 ,285.36K,-0.12%
2022-08-12,24398.70 ,23935.30 ,24440.80 ,23616.40 ,194.96K,1.94%
2022-08-13,24442.50 ,24398.90 ,24882.90 ,24318.70 ,170.59K,0.18%
2022-08-14,24302.80 ,24442.10 ,24997.30 ,24172.20 ,177.25K,-0.57%
2022-08-15,24101.70 ,24303.30 ,25205.70 ,23784.50 ,279.28K,-0.83%
2022-08-16,23856.80 ,24102.60 ,24240.80 ,23693.80 ,201.70K,-1.02%
2022-08-17,23338.00 ,23855.80 ,24423.50 ,23191.60 ,239.53K,-2.17%
2022-08-18,23203.60 ,23337.70 ,23578.00 ,23131.30 ,160.97K,-0.58%
2022-08-19,20831.30 ,23201.60 ,23202.30 ,20807.80 ,339.47K,-10.22%
2022-08-20,21138.90 ,20830.70 ,21357.40 ,20784.80 ,206.94K,1.48%
2022-08-21,21517.20 ,21138.90 ,21692.40 ,21077.40 ,177.52K,1.79%
2022-08-22,21416.30 ,21516.80 ,21517.40 ,20912.10 ,251.83K,-0.47%
2022-08-23,21517.20 ,21416.50 ,21661.00 ,20919.60 ,228.65K,0.47%
2022-08-24,21365.20 ,21516.20 ,21832.30 ,21171.10 ,202.40K,-0.71%
2022-08-25,21565.40 ,21365.40 ,21801.20 ,21324.80 ,190.15K,0.94%
2022-08-26,20249.90 ,21564.20 ,21815.30 ,20122.40 ,322.16K,-6.10%
2022-08-27,20033.90 ,20249.90 ,20343.60 ,19849.80 ,187.34K,-1.07%
2022-08-28,19550.20 ,20034.20 ,20150.80 ,19542.90 ,159.60K,-2.41%
2022-08-29,20295.80 ,19551.30 ,20394.50 ,19551.20 ,248.04K,3.81%
2022-08-30,19792.60 ,20295.60 ,20558.20 ,19559.70 ,308.41K,-2.48%
2022-08-31,20043.90 ,19793.40 ,20469.10 ,19793.40 ,318.17K,1.27%
2022-09-01,20126.10 ,20049.90 ,20202.70 ,19584.40 ,275.08K,0.41%
2022-09-02,19952.70 ,20131.60 ,20428.20 ,19764.70 ,272.22K,-0.86%
2022-09-03,19831.40 ,19952.80 ,20043.80 ,19660.70 ,157.85K,-0.61%
2022-09-04,19999.90 ,19832.20 ,20017.80 ,19594.70 ,158.27K,0.85%
2022-09-05,19793.10 ,19999.90 ,20042.90 ,19650.70 ,238.71K,-1.03%
2022-09-06,18786.40 ,19793.40 ,20169.30 ,18723.30 ,402.43K,-5.09%
2022-09-07,19281.50 ,18786.30 ,19445.90 ,18548.40 ,319.10K,2.64%
2022-09-08,19317.40 ,19281.50 ,19444.70 ,19034.50 ,291.43K,0.19%
2022-09-09,21365.20 ,19318.80 ,21545.70 ,19294.10 ,480.37K,10.60%
2022-09-10,21650.40 ,21363.80 ,21790.60 ,21139.90 ,331.12K,1.33%
2022-09-11,21834.90 ,21650.40 ,21836.40 ,21363.00 ,297.12K,0.85%
2022-09-12,22395.30 ,21836.60 ,22465.40 ,21581.60 ,431.98K,2.57%
2022-09-13,20175.50 ,22395.30 ,22702.50 ,19909.60 ,485.32K,-9.91%
2022-09-14,20222.50 ,20175.50 ,20503.70 ,19654.20 ,374.22K,0.23%
2022-09-15,19701.70 ,20222.30 ,20321.40 ,19532.30 ,358.42K,-2.58%
2022-09-16,19802.40 ,19701.90 ,19883.00 ,19352.90 ,315.59K,0.51%
2022-09-17,20113.50 ,19802.80 ,20178.60 ,19761.00 ,204.58K,1.57%
2022-09-18,19418.80 ,20113.90 ,20113.90 ,19347.70 ,273.11K,-3.45%
2022-09-19,19538.90 ,19417.40 ,19666.60 ,18277.80 ,423.43K,0.62%
2022-09-20,18872.40 ,19538.90 ,19626.30 ,18742.60 ,361.18K,-3.41%
2022-09-21,18489.00 ,18875.10 ,19758.40 ,18191.80 ,446.85K,-2.03%
2022-09-22,19404.00 ,18488.10 ,19490.90 ,18371.00 ,448.63K,4.95%
2022-09-23,19293.50 ,19404.10 ,19477.30 ,18554.80 ,431.15K,-0.57%
2022-09-24,18925.20 ,19288.40 ,19310.60 ,18812.00 ,258.50K,-1.91%
2022-09-25,18803.20 ,18925.10 ,19125.10 ,18659.60 ,209.71K,-0.64%
2022-09-26,19225.70 ,18803.10 ,19304.80 ,18695.20 ,516.03K,2.25%
2022-09-27,19081.00 ,19228.80 ,20361.20 ,18850.40 ,660.12K,-0.75%
2022-09-28,19411.00 ,19083.40 ,19757.80 ,18505.30 ,581.19K,1.73%
2022-09-29,19593.00 ,19420.20 ,19631.50 ,18877.90 ,449.57K,0.94%
2022-09-30,19423.00 ,19593.40 ,20174.90 ,19208.90 ,490.29K,-0.87%
2022-10-01,19311.90 ,19422.90 ,19480.30 ,19172.60 ,173.91K,-0.57%
2022-10-02,19052.20 ,19311.90 ,19389.90 ,18937.30 ,222.82K,-1.34%
2022-10-03,19628.30 ,19057.60 ,19676.00 ,19001.30 ,333.03K,3.02%
2022-10-04,20340.20 ,19629.70 ,20436.10 ,19506.40 ,368.17K,3.63%
2022-10-05,20157.50 ,20340.50 ,20353.80 ,19761.70 ,352.76K,-0.90%
2022-10-06,19956.70 ,20157.50 ,20436.70 ,19873.70 ,370.60K,-1.00%
2022-10-07,19531.30 ,19962.40 ,20051.40 ,19352.10 ,263.50K,-2.13%
2022-10-08,19415.00 ,19530.20 ,19612.20 ,19274.70 ,113.50K,-0.60%
2022-10-09,19441.00 ,19416.30 ,19552.10 ,19329.60 ,127.53K,0.13%
2022-10-10,19134.60 ,19441.70 ,19520.70 ,19057.00 ,243.77K,-1.58%
2022-10-11,19059.10 ,19134.30 ,19261.30 ,18868.70 ,288.57K,-0.39%
2022-10-12,19154.80 ,19058.50 ,19212.60 ,19010.60 ,242.18K,0.50%
2022-10-13,19379.80 ,19154.60 ,19494.40 ,18207.90 ,455.13K,1.17%
2022-10-14,19181.80 ,19379.80 ,19933.90 ,19098.60 ,400.45K,-1.02%
2022-10-15,19068.70 ,19181.70 ,19218.70 ,19000.80 ,123.66K,-0.59%
2022-10-16,19261.90 ,19068.80 ,19411.90 ,19066.00 ,140.95K,1.01%
2022-10-17,19548.20 ,19262.20 ,19663.50 ,19163.60 ,248.40K,1.49%
2022-10-18,19328.20 ,19548.40 ,19692.90 ,19102.80 ,290.07K,-1.13%
2022-10-19,19123.90 ,19328.20 ,19358.60 ,19101.20 ,209.28K,-1.06%
2022-10-20,19042.90 ,19125.10 ,19334.50 ,18935.60 ,253.20K,-0.42%
2022-10-21,19162.60 ,19042.90 ,19245.50 ,18703.30 ,294.66K,0.63%
2022-10-22,19204.80 ,19162.60 ,19249.90 ,19116.10 ,118.24K,0.22%
2022-10-23,19571.20 ,19204.80 ,19680.90 ,19092.50 ,180.63K,1.91%
2022-10-24,19331.50 ,19571.20 ,19588.60 ,19177.20 ,286.94K,-1.22%
2022-10-25,20082.70 ,19331.80 ,20406.90 ,19249.00 ,371.54K,3.89%
2022-10-26,20769.50 ,20086.80 ,20981.50 ,20062.90 ,427.99K,3.42%
2022-10-27,20292.90 ,20769.50 ,20867.90 ,20231.60 ,365.49K,-2.29%
2022-10-28,20594.40 ,20293.00 ,20744.00 ,20058.20 ,318.90K,1.49%
2022-10-29,20809.80 ,20594.20 ,21038.10 ,20561.90 ,276.54K,1.05%
2022-10-30,20626.30 ,20809.40 ,20922.30 ,20522.50 ,207.63K,-0.88%
2022-10-31,20496.30 ,20626.00 ,20822.40 ,20260.00 ,327.47K,-0.63%